country,stream,level,course_name,college_name,ranking,duration_years,total_cost_local,total_cost_inr,avg_salary_local,avg_salary_inr,roi,payback_years
Ireland,Engineering & Technology,UG,Computer Science; Electronic Engineering; Product Design,University of Maynooth (Maynooth University),771-780,4.0,162222.22222222222,14600000.0,35000.0,3150000.0,0.07876712328767123,4.634920634920635
Ireland,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mechatronics Engineering; Software Engineering,Technological University of Dublin (TU Dublin),781-790,4.0,162222.22222222222,14600000.0,33000.0,2970000.0,0.017123287671232876,4.915824915824916
Germany,Engineering & Technology,UG,Aerospace Engineering; Architecture; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Energy Engineering; Environmental Engineering; Industrial Engineering; Information Technology; Materials Science; Mechanical Engineering; Mechatronics; Sustainable Engineering,Technical University of Munich,22,3.0,58188.88888888889,5237000.0,58000.0,5220000.0,3.983769333587932,1.003256704980843
Germany,Engineering & Technology,UG,Computer Science; Statistics,Ludwig-Maximilians-Universität München,58,3.0,58188.88888888889,5237000.0,52000.0,4680000.0,3.468206988734008,1.119017094017094
Germany,Engineering & Technology,UG,Computer Science; Scientific Computing,Ruprecht-Karls-Universität Heidelberg,80,3.0,58188.88888888889,5237000.0,48000.0,4320000.0,3.124498758831392,1.2122685185185185
Germany,Engineering & Technology,UG,Computer Science; Mathematics,Freie Universität Berlin,88,3.0,58188.88888888889,5237000.0,46000.0,4140000.0,2.952644643880084,1.2649758454106281
Germany,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Materials Science; Mechatronics & Information Technology,Karlsruhe Institute of Technology (KIT),98,3.0,58188.88888888889,5237000.0,55000.0,4950000.0,3.72598816116097,1.057979797979798
Germany,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Georesources & Materials; Industrial Engineering; Materials Engineering; Mechanical Engineering; Medical Engineering; Mining Engineering; Software Engineering,RWTH Aachen University,105,3.0,58188.88888888889,5237000.0,55000.0,4950000.0,3.72598816116097,1.057979797979798
Germany,Engineering & Technology,UG,Computer Science,Humboldt-Universität zu Berlin,130,3.0,58188.88888888889,5237000.0,45000.0,4050000.0,2.86671758640443,1.2930864197530865
Germany,Engineering & Technology,UG,Aerospace Engineering; Architecture; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Energy Engineering; Environmental Planning; Industrial Engineering; Mathematics; Mechanical Engineering; Process Engineering; Transportation Planning,Technische Universität Berlin,145,3.0,58188.88888888889,5237000.0,50000.0,4500000.0,3.2963528737827,1.1637777777777778
Germany,Engineering & Technology,UG,Computer Science; Informatics; Meteorology,Universität Hamburg,193,3.0,58188.88888888889,5237000.0,44000.0,3960000.0,2.780790528928776,1.3224747474747476
Germany,Engineering & Technology,UG,Computer Science; Electrical Engineering; Microsystems Engineering,Universität Freiburg,201,3.0,58188.88888888889,5237000.0,43000.0,3870000.0,2.694863471453122,1.3532299741602067
Germany,Engineering & Technology,UG,Computer Science; Geodesy & Geoinformation,Universität Bonn,207,3.0,58188.88888888889,5237000.0,43000.0,3870000.0,2.694863471453122,1.3532299741602067
Germany,Engineering & Technology,UG,Computer Science; Information Systems,Eberhard Karls Universität Tübingen,215,3.0,58188.88888888889,5237000.0,43000.0,3870000.0,2.694863471453122,1.3532299741602067
Germany,Engineering & Technology,UG,Aerospace Engineering; Architecture; Biomedical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Hydro Sciences; Information Systems; Materials Science; Mechanical Engineering; Traffic Engineering,Technische Universität Dresden,218,3.0,58188.88888888889,5237000.0,44000.0,3960000.0,2.780790528928776,1.3224747474747476
Germany,Engineering & Technology,UG,Chemical Engineering; Computer Engineering; Computer Science; Electrical Engineering; Industrial Engineering; Materials Science; Mechanical Engineering; Mechatronics,Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU),232,3.0,58188.88888888889,5237000.0,46000.0,4140000.0,2.952644643880084,1.2649758454106281
Germany,Engineering & Technology,UG,Computer Science; Forestry; Geoscience,Georg-August-Universität Göttingen,243,3.0,58188.88888888889,5237000.0,41000.0,3690000.0,2.523009356501814,1.4192411924119241
Germany,Engineering & Technology,UG,Architecture; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Mechatronics; Teaching of Electrical Engineering,Technische Universität Darmstadt,253,3.0,58188.88888888889,5237000.0,50000.0,4500000.0,3.2963528737827,1.1637777777777778
Germany,Engineering & Technology,UG,Computer Science; Information Systems,Universität zu Köln,272,3.0,58188.88888888889,5237000.0,41000.0,3690000.0,2.523009356501814,1.4192411924119241
Germany,Engineering & Technology,UG,Aerospace Engineering; Architecture; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geodesy; Industrial Engineering; Materials Science; Mechanical Engineering; Mechatronics; Process Engineering; Simulation Technology,Universität Stuttgart,310,3.0,58188.88888888889,5237000.0,50000.0,4500000.0,3.2963528737827,1.1637777777777778
Germany,Engineering & Technology,UG,Computer Science; Information Systems,Goethe Universität Frankfurt am Main,316,3.0,58188.88888888889,5237000.0,43000.0,3870000.0,2.694863471453122,1.3532299741602067
Germany,Engineering & Technology,UG,Computer Science; Information Systems; Geoinformatics,Westfälische Wilhelms-Universität Münster,350,3.0,58188.88888888889,5237000.0,40000.0,3600000.0,2.43708229902616,1.4547222222222222
Germany,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Technology; Materials Science; Mechanical Engineering; Mechatronics,Ruhr-Universität Bochum,395,3.0,58188.88888888889,5237000.0,40000.0,3600000.0,2.43708229902616,1.4547222222222222
Germany,Engineering & Technology,UG,Computer Science; Robotics; Space Engineering,Julius-Maximilians-Universität Würzburg,416,3.0,58188.88888888889,5237000.0,39000.0,3510000.0,2.351155241550506,1.492022792022792
Germany,Engineering & Technology,UG,Business Informatics; Computer Science; Data Science,Universität Mannheim,416,3.0,58188.88888888889,5237000.0,46000.0,4140000.0,2.952644643880084,1.2649758454106281
Germany,Engineering & Technology,UG,Architecture; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geodesy; Mechanical Engineering; Mechatronics,Leibniz Universität Hannover,433,3.0,58188.88888888889,5237000.0,41000.0,3690000.0,2.523009356501814,1.4192411924119241
Germany,Engineering & Technology,UG,Computer Science; Data Science,Universität Konstanz,440,3.0,58188.88888888889,5237000.0,40000.0,3600000.0,2.43708229902616,1.4547222222222222
Germany,Engineering & Technology,UG,Computer Science; Engineering Science,Universität Bayreuth,448,3.0,58188.88888888889,5237000.0,39000.0,3510000.0,2.351155241550506,1.492022792022792
Germany,Engineering & Technology,UG,Computer Science; Geoinformatics,Johannes Gutenberg Universität Mainz,452,3.0,58188.88888888889,5237000.0,39000.0,3510000.0,2.351155241550506,1.492022792022792
Germany,Engineering & Technology,UG,Computer Science,Universität Potsdam,477,3.0,58188.88888888889,5237000.0,38000.0,3420000.0,2.265228184074852,1.5312865497076023
Germany,Engineering & Technology,UG,Applied Computer Science; Chemical Engineering; Civil Engineering; Environmental Engineering; Geosciences; Industrial Heritage; Materials Science; Mechanical Engineering; Mining Engineering; Process Engineering,Technische Universität Bergakademie Freiberg,487,3.0,58188.88888888889,5237000.0,40000.0,3600000.0,2.43708229902616,1.4547222222222222
Germany,Engineering & Technology,UG,Computer Science,Justus-Liebig-Universität Gießen,496,3.0,58188.88888888889,5237000.0,37000.0,3330000.0,2.179301126599198,1.5726726726726727
Germany,Engineering & Technology,UG,Computer Science; Electrical Engineering; Industrial Engineering; Mechanical Engineering; Process Engineering; Systems Engineering,Universität Bremen,530,3.0,58188.88888888889,5237000.0,38000.0,3420000.0,2.265228184074852,1.5312865497076023
Germany,Engineering & Technology,UG,Computer Science,Universität Leipzig,535,3.0,58188.88888888889,5237000.0,37000.0,3330000.0,2.179301126599198,1.5726726726726727
Germany,Engineering & Technology,UG,Computer Science; Electrical Engineering; Materials Science; Mechatronics,Universität Ulm,546,3.0,58188.88888888889,5237000.0,42000.0,3780000.0,2.6089364139774682,1.3854497354497355
Germany,Engineering & Technology,UG,Computer Science; Materials Science; Photonics,Friedrich-Schiller-Universität Jena,575,3.0,58188.88888888889,5237000.0,36000.0,3240000.0,2.093374069123544,1.616358024691358
Germany,Engineering & Technology,UG,Computer Science; Electrical Engineering; Materials Science,Christian-Albrechts-Universität zu Kiel,618,3.0,58188.88888888889,5237000.0,36000.0,3240000.0,2.093374069123544,1.616358024691358
Germany,Engineering & Technology,UG,Bioinformatics; Computer Science; Cybersecurity; Mechatronics,Universität des Saarlandes,635,3.0,58188.88888888889,5237000.0,38000.0,3420000.0,2.265228184074852,1.5312865497076023
Germany,Engineering & Technology,UG,Architecture; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Industrial Engineering; Mechanical Engineering; Robotics; Spatial Planning,Technische Universität Dortmund,673,3.0,58188.88888888889,5237000.0,40000.0,3600000.0,2.43708229902616,1.4547222222222222
Germany,Engineering & Technology,UG,Computer Science,Universität Regensburg,691,3.0,58188.88888888889,5237000.0,37000.0,3330000.0,2.179301126599198,1.5726726726726727
Germany,Engineering & Technology,UG,Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Green Technologies; Mechanical Engineering; Mechatronics; Naval Architecture,TUHH Hamburg University of Technology,696,3.0,58188.88888888889,5237000.0,48000.0,4320000.0,3.124498758831392,1.2122685185185185
Germany,Engineering & Technology,UG,Architecture; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Sustainable Architecture,Technische Universität Braunschweig,711-720,3.0,58188.88888888889,5237000.0,40000.0,3600000.0,2.43708229902616,1.4547222222222222
Germany,Engineering & Technology,UG,Agricultural Engineering; Computer Science; Environmental Engineering,Universität Hohenheim,711-720,3.0,58188.88888888889,5237000.0,38000.0,3420000.0,2.265228184074852,1.5312865497076023
Germany,Engineering & Technology,UG,Computer Science; Materials Science,Martin-Luther-Universität Halle-Wittenberg,751-760,3.0,58188.88888888889,5237000.0,35000.0,3150000.0,2.00744701164789,1.6625396825396825
Germany,Engineering & Technology,UG,Computer Science,Philipps-Universität Marburg,771-780,3.0,58188.88888888889,5237000.0,35000.0,3150000.0,2.00744701164789,1.6625396825396825
Germany,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Mechanical Engineering; Mechatronics,Universität Duisburg-Essen,801-850,3.0,58188.88888888889,5237000.0,36000.0,3240000.0,2.093374069123544,1.616358024691358
Germany,Engineering & Technology,UG,Computer Science; Information Systems,Universität Düsseldorf (Heinrich Heine Universität),851-900,3.0,58188.88888888889,5237000.0,35000.0,3150000.0,2.00744701164789,1.6625396825396825
Germany,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Industrial Engineering; Mechanical Engineering; Naval Architecture,Universität Rostock,851-900,3.0,58188.88888888889,5237000.0,34000.0,3060000.0,1.921519954172236,1.711437908496732
Germany,Engineering & Technology,UG,Computer Science; Intelligent Systems; Technology,Universität Bielefeld,1001-1200,3.0,58188.88888888889,5237000.0,35000.0,3150000.0,2.00744701164789,1.6625396825396825
Germany,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering,Technische Universität Kaiserslautern-Landau (RPTU),1201-1400,3.0,58188.88888888889,5237000.0,35000.0,3150000.0,2.00744701164789,1.6625396825396825
Germany,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Mechanical Engineering,Universität Siegen,1201-1400,3.0,58188.88888888889,5237000.0,34000.0,3060000.0,1.921519954172236,1.711437908496732
Canada,Engineering & Technology,UG,Bioengineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Engineering; Mechanical Engineering; Mining Engineering; Software Engineering,McGill University,27,3.0,273770.4918032787,16700000.0,90000.0,5490000.0,0.6437125748502994,3.0418943533697633
Canada,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Engineering Science; Industrial Engineering; Materials Engineering; Mechanical Engineering; Mineral Engineering,University of Toronto,29,4.0,273770.4918032787,16700000.0,95000.0,5795000.0,0.7350299401197605,2.8817946505608285
Canada,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geological Engineering; Materials Engineering; Mechanical Engineering; Mining Engineering; Software Engineering,University of British Columbia,40,4.0,273770.4918032787,16700000.0,92000.0,5612000.0,0.6802395209580838,2.9757662152530293
Canada,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Engineering; Mechanical Engineering; Mining Engineering; Petroleum Engineering; Software Engineering,University of Alberta,94,4.0,273770.4918032787,16700000.0,82000.0,5002000.0,0.49760479041916167,3.3386645341863255
Canada,Engineering & Technology,UG,Architectural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geological Engineering; Management Engineering; Mechanical Engineering; Mechatronics Engineering; Nanotechnology Engineering; Software Engineering; Systems Design Engineering,University of Waterloo,119,4.0,273770.4918032787,16700000.0,105000.0,6405000.0,0.9176646706586826,2.6073380171740825
Canada,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mining Engineering; Software Engineering,Western University,151,4.0,273770.4918032787,16700000.0,80000.0,4880000.0,0.46107784431137727,3.4221311475409837
Canada,Engineering & Technology,UG,Computer Science; Computer Engineering,Université de Montréal,168,3.0,273770.4918032787,16700000.0,78000.0,4758000.0,0.4245508982035928,3.5098781000420343
Canada,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Engineering Physics; Materials Engineering; Mechanical Engineering; Mechatronics Engineering; Software Engineering,McMaster University,173,4.0,273770.4918032787,16700000.0,80000.0,4880000.0,0.46107784431137727,3.4221311475409837
Canada,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Geological Engineering; Materials Engineering; Mechanical Engineering; Mining Engineering; Software Engineering,Queen's University,191,4.0,273770.4918032787,16700000.0,82000.0,5002000.0,0.49760479041916167,3.3386645341863255
Canada,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geomatics Engineering; Mechanical Engineering; Petroleum Engineering; Software Engineering,University of Calgary,211,4.0,273770.4918032787,16700000.0,78000.0,4758000.0,0.4245508982035928,3.5098781000420343
Canada,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Software Engineering,University of Ottawa,219,4.0,273770.4918032787,16700000.0,78000.0,4758000.0,0.4245508982035928,3.5098781000420343
Canada,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Materials Engineering; Mechanical Engineering; Mining Engineering,Dalhousie University,283,4.0,273770.4918032787,16700000.0,72000.0,4392000.0,0.3149700598802395,3.802367941712204
Canada,Engineering & Technology,UG,Computer Engineering; Computer Science; Engineering Science; Mechatronics Systems Engineering; Software Systems,Simon Fraser University,308,4.0,273770.4918032787,16700000.0,78000.0,4758000.0,0.4245508982035928,3.5098781000420343
Canada,Engineering & Technology,UG,Computer Engineering; Computer Science; Electrical Engineering; Software Engineering; Space Engineering,York University,333,4.0,273770.4918032787,16700000.0,72000.0,4392000.0,0.3149700598802395,3.802367941712204
Canada,Engineering & Technology,UG,Biomedical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Mechanical Engineering; Software Engineering,University of Victoria,358,4.0,273770.4918032787,16700000.0,74000.0,4514000.0,0.35149700598802397,3.699601240584847
Canada,Engineering & Technology,UG,Agricultural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geological Engineering; Mechanical Engineering,University of Saskatchewan,378,4.0,273770.4918032787,16700000.0,70000.0,4270000.0,0.27844311377245506,3.911007025761124
Canada,Engineering & Technology,UG,Aerospace Engineering; Building Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Industrial Engineering; Mechanical Engineering; Software Engineering,Concordia University,465,3.0,273770.4918032787,16700000.0,70000.0,4270000.0,0.27844311377245506,3.911007025761124
Canada,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Computer Engineering; Electrical Engineering; Environmental Engineering; Geological Engineering; Industrial Engineering; Materials Engineering; Mechanical Engineering; Mining Engineering; Software Engineering,Université Laval,469,3.0,273770.4918032787,16700000.0,68000.0,4148000.0,0.24191616766467067,4.026036644165863
Canada,Engineering & Technology,UG,Biological Engineering; Computer Science; Engineering Systems & Computing; Environmental Engineering; Water Resources Engineering,University of Guelph,504,4.0,273770.4918032787,16700000.0,70000.0,4270000.0,0.27844311377245506,3.911007025761124
Canada,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Software Engineering,University of Windsor,546,4.0,273770.4918032787,16700000.0,66000.0,4026000.0,0.20538922155688621,4.148037754595132
Canada,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geological Engineering; Mechanical Engineering; Software Engineering,University of New Brunswick,622,4.0,273770.4918032787,16700000.0,64000.0,3904000.0,0.1688622754491018,4.277663934426229
Canada,Engineering & Technology,UG,Biosystems Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Geological Engineering; Mechanical Engineering,University of Manitoba,643,4.0,273770.4918032787,16700000.0,65000.0,3965000.0,0.18712574850299402,4.211853720050441
Canada,Engineering & Technology,UG,Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Ocean & Naval Engineering; Process Engineering,Memorial University of Newfoundland,660,4.0,273770.4918032787,16700000.0,62000.0,3782000.0,0.13233532934131736,4.415653093601269
Canada,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Software Engineering,Toronto Metropolitan University,711-720,4.0,273770.4918032787,16700000.0,72000.0,4392000.0,0.3149700598802395,3.802367941712204
Canada,Engineering & Technology,UG,Aerospace Engineering; Biomedical & Electrical Engineering; Civil Engineering; Computer Science; Computer Systems Engineering; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Software Engineering; Systems & Computer Engineering,Carleton University,781-790,4.0,273770.4918032787,16700000.0,70000.0,4270000.0,0.27844311377245506,3.911007025761124
Canada,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Software Engineering,Université du Québec,851-900,3.0,273770.4918032787,16700000.0,62000.0,3782000.0,0.13233532934131736,4.415653093601269
Canada,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Software Engineering,Université de Sherbrooke,901-950,3.0,273770.4918032787,16700000.0,65000.0,3965000.0,0.18712574850299402,4.211853720050441
Canada,Engineering & Technology,UG,Electronic Systems Engineering; Environmental Engineering; Industrial Systems Engineering; Petroleum Systems Engineering; Software Systems Engineering,University of Regina,1001-1200,4.0,273770.4918032787,16700000.0,60000.0,3660000.0,0.09580838323353294,4.562841530054645
Canada,Engineering & Technology,UG,Computer Science; Electrical Engineering; Mechanical Engineering,Brock University,1201-1400,4.0,273770.4918032787,16700000.0,62000.0,3782000.0,0.13233532934131736,4.415653093601269
Australia,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mechatronics Engineering; Software Engineering; Spatial Engineering; Structural Engineering,The University of Melbourne,19,3.0,301818.1818181818,16600000.0,95000.0,5225000.0,0.5737951807228916,3.1770334928229667
Australia,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Materials Science; Mechanical Engineering; Mining Engineering; Naval Architecture; Photovoltaics & Solar Energy; Software Engineering; Surveying,The University of New South Wales (UNSW),20,3.0,301818.1818181818,16600000.0,98000.0,5390000.0,0.6234939759036144,3.079777365491651
Australia,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Project Management; Software Engineering; Space Engineering,The University of Sydney,25,3.0,301818.1818181818,16600000.0,96000.0,5280000.0,0.5903614457831325,3.143939393939394
Australia,Engineering & Technology,UG,Computer Science; Electrical Engineering; Environmental Engineering; Mechatronics; Renewable Energy; Software Engineering; Systems Engineering,Australian National University,32,3.0,301818.1818181818,16600000.0,92000.0,5060000.0,0.5240963855421686,3.280632411067194
Australia,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Engineering; Mechanical Engineering; Mechatronics Engineering; Software Engineering,Monash University,36,3.0,301818.1818181818,16600000.0,90000.0,4950000.0,0.49096385542168675,3.3535353535353534
Australia,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mining Engineering; Software Engineering; Structural Engineering,The University of Queensland,42,3.0,301818.1818181818,16600000.0,88000.0,4840000.0,0.4578313253012048,3.4297520661157024
Australia,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mining Engineering; Software Engineering,The University of Western Australia,77,3.0,301818.1818181818,16600000.0,82000.0,4510000.0,0.35843373493975905,3.680709534368071
Australia,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mining Engineering; Petroleum Engineering; Software Engineering,Adelaide University,82,3.0,301818.1818181818,16600000.0,80000.0,4400000.0,0.3253012048192771,3.772727272727273
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Information Systems; Mechanical Engineering; Mechatronics Engineering; Software Engineering,University of Technology Sydney (UTS),96,3.0,301818.1818181818,16600000.0,88000.0,4840000.0,0.4578313253012048,3.4297520661157024
Australia,Engineering & Technology,UG,Aerospace Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Design; Mechanical Engineering; Robotics Engineering; Software Engineering,RMIT University,125,3.0,301818.1818181818,16600000.0,80000.0,4400000.0,0.3253012048192771,3.772727272727273
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electronic Engineering; Environmental Engineering; Mechanical Engineering; Software Engineering,Macquarie University,138,3.0,301818.1818181818,16600000.0,78000.0,4290000.0,0.2921686746987952,3.8694638694638694
Australia,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Engineering; Mechanical Engineering; Mining Engineering; Petroleum Engineering; Software Engineering,Curtin University,183,3.0,301818.1818181818,16600000.0,75000.0,4125000.0,0.24246987951807228,4.024242424242424
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mechatronics Engineering; Software Engineering; Telecommunications Engineering,University of Wollongong,184,3.0,301818.1818181818,16600000.0,72000.0,3960000.0,0.1927710843373494,4.191919191919192
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Robotics Engineering; Software Engineering,Deakin University,207,3.0,301818.1818181818,16600000.0,72000.0,3960000.0,0.1927710843373494,4.191919191919192
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mechatronics Engineering; Software Engineering,Queensland University of Technology (QUT),226,3.0,301818.1818181818,16600000.0,75000.0,4125000.0,0.24246987951807228,4.024242424242424
Australia,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mining Engineering; Software Engineering,The University of Newcastle,227,3.0,301818.1818181818,16600000.0,70000.0,3850000.0,0.15963855421686746,4.311688311688312
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electronic Engineering; Environmental Engineering; Software Engineering,La Trobe University,233,3.0,301818.1818181818,16600000.0,68000.0,3740000.0,0.12650602409638553,4.438502673796791
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Software Engineering,Griffith University,268,3.0,301818.1818181818,16600000.0,68000.0,3740000.0,0.12650602409638553,4.438502673796791
Australia,Engineering & Technology,UG,Aerospace Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Mechatronics Engineering; Robotics; Software Engineering,Swinburne University of Technology,294,3.0,301818.1818181818,16600000.0,70000.0,3850000.0,0.15963855421686746,4.311688311688312
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Software Engineering,University of Tasmania,314,3.0,301818.1818181818,16600000.0,65000.0,3575000.0,0.07680722891566265,4.643356643356643
Australia,Engineering & Technology,UG,Computer Science; Electronics; Environmental Engineering; Robotics Engineering; Software Engineering; Space Systems Engineering,Flinders University,387,3.0,301818.1818181818,16600000.0,65000.0,3575000.0,0.07680722891566265,4.643356643356643
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Software Engineering,Western Sydney University,400,3.0,301818.1818181818,16600000.0,62000.0,3410000.0,0.02710843373493976,4.868035190615836
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Mechanical Engineering; Software Engineering,University of Southern Queensland,410,3.0,301818.1818181818,16600000.0,60000.0,3300000.0,-0.006024096385542169,5.03030303030303
Australia,Engineering & Technology,UG,Computer Science; Environmental Engineering; Software Engineering,Murdoch University,423,3.0,301818.1818181818,16600000.0,60000.0,3300000.0,-0.006024096385542169,5.03030303030303
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Environmental Engineering; Software Engineering,James Cook University,440,3.0,301818.1818181818,16600000.0,58000.0,3190000.0,-0.0391566265060241,5.2037617554858935
Australia,Engineering & Technology,UG,Computer Science; Electrical Engineering; Software Engineering,Edith Cowan University,487,3.0,301818.1818181818,16600000.0,58000.0,3190000.0,-0.0391566265060241,5.2037617554858935
Australia,Engineering & Technology,UG,Civil Engineering; Computer Science; Electrical Engineering; Software Engineering,University of Canberra,494,3.0,301818.1818181818,16600000.0,60000.0,3300000.0,-0.006024096385542169,5.03030303030303
